plot.id,block.id.harvest,site.id,block.id,site.name,region,landuse,block,treatment,harvest,wp,lat,long,setup.date,harvest.date,growth.period,rain.sum,target.sp.,pasture.disc.harvest,height.harvest,spo_pyr,mic_kun,sol_inc,the_tri,chr_ori,chl_pyc,het_con,spo_fes,dic_cin,dig_sp,dig_mac,bot_ins,ind_vol,ble_sp,cyp_sp,spo_ioc,pan_col,ind_sp,pen_mez,tri_ter,tra_bet,gut_cor,bra_sp,eup_ind,cyn_dac,sid_ova,jus_mat,ind_hoc,dac_aeg,era_rac,era_ten,oxy_sin,leu_sp,bid_sp,dys_rad,sph_sp,com_ben,spo_afr,bra_sem,dys_sp,chl_gay,kyl_sp,cro_spi,bra_bri,tra_ber,arc_sp,ari_ken,dic_rad,spo_sp,gut_pet,era_sp,pan_max,spo_fim,cyn_ple,aca_rob,lon_sp,kyl_ner,eup_hir,dic_mon,kyl_alb,rue_pat,old_sp,spo_sta,ipo_sp,mon_sp,het_ste,sen_aby,cyn_sp,hel_ste,son_sp,gut_sp,dac_gig,mar_sp,cra_pla,tep_pum,hyp_dis,bot_scr,oci_sua,eup_ina,ach_asp,her_sp,dig_vel ,cya_sp,com_tru,bid_sch,mar_amo,sed_ort,target.sp.cover.harvest,sum.sp.harvest,total.veg.cover.harvest
WET_W_2_OP_H3,WET_W_2_H3,WET_W,WET_W_2,Handajega,WET,W,2,OP,H3,953,-2.2783,34.024459,5/13/2017,7/24/2017,72,95.97,The.tri,1.5,10.2,,7.00,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,20,25
WET_W_3_EX_H3,WET_W_3_H3,WET_W,WET_W_3,Handajega,WET,W,3,EX,H3,951,-2.277999,34.027678,5/13/2017,7/24/2017,72,95.97,The.tri,3,21,,,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,45,65
WET_W_3_OP_H3,WET_W_3_H3,WET_W,WET_W_3,Handajega,WET,W,3,OP,H3,951,-2.277999,34.027678,5/13/2017,7/24/2017,72,95.97,The.tri,2.5,6.8,,,,,,,5.00,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,26,30
WET_W_4_EX_H3,WET_W_4_H3,WET_W,WET_W_4,Handajega,WET,W,4,EX,H3,950,-2.278837,34.031884,5/13/2017,7/24/2017,72,95.97,The.tri,3,9,,,,,,,12.00,8.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,40,45
WET_W_4_OP_H3,WET_W_4_H3,WET_W,WET_W_4,Handajega,WET,W,4,OP,H3,950,-2.278837,34.031884,5/13/2017,7/24/2017,72,95.97,The.tri,2,2.6,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,23,27
WET_P_1_EX_H3,WET_P_1_H3,WET_P,WET_P_1,Mwantimba,WET,P,1,EX,H3,957,-2.350052,34.049976,5/14/2017,7/23/2017,70,71.7,Chr.ori,2.5,2.2,,,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,38,40
WET_P_1_OP_H3,WET_P_1_H3,WET_P,WET_P_1,Mwantimba,WET,P,1,OP,H3,957,-2.350052,34.049976,5/14/2017,7/23/2017,70,71.7,Chr.ori,1,1.4,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,33,35
WET_P_2_EX_H3,WET_P_2_H3,WET_P,WET_P_2,Mwantimba,WET,P,2,EX,H3,959,-2.348488,34.05011,5/14/2017,7/23/2017,70,71.7,Chr.ori,2.2,8.8,,,,,,5.00,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,35,37
WET_P_2_OP_H3,WET_P_2_H3,WET_P,WET_P_2,Mwantimba,WET,P,2,OP,H3,959,-2.348488,34.05011,5/14/2017,7/23/2017,70,71.7,Chr.ori,1.9,1.8,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,20,22
WET_P_3_EX_H3,WET_P_3_H3,WET_P,WET_P_3,Mwantimba,WET,P,3,EX,H3,1022,-2.367293,34.062509,5/14/2017,7/23/2017,70,71.7,Chr.ori,2.8,24,,,,,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,65,70
WET_P_3_OP_H3,WET_P_3_H3,WET_P,WET_P_3,Mwantimba,WET,P,3,OP,H3,1022,-2.367293,34.062509,5/14/2017,7/23/2017,70,71.7,Chr.ori,2,4,,,,,,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,52,55
WET_P_4_EX_H3,WET_P_4_H3,WET_P,WET_P_4,Mwantimba,WET,P,4,EX,H3,1020,-2.36857,34.062586,5/14/2017,7/23/2017,70,71.7,Chr.ori,4.5,13.8,,,,,,5.00,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,45,50
WET_P_4_OP_H3,WET_P_4_H3,WET_P,WET_P_4,Mwantimba,WET,P,4,OP,H3,1020,-2.36857,34.062586,5/14/2017,7/23/2017,70,71.7,Chr.ori,1.7,10.2,,,,,,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,38,45
DRY_W_1_EX_H3,DRY_W_1_H3,DRY_W,DRY_W_1,Maswa,DRY,W,1,EX,H3,995,-3.299332,34.848458,05.11.2017,7/21/2017,71,9.6,Cyn.dac,1.5,5,,,,,,18.00,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,30,30
DRY_W_1_EX2_H3,DRY_W_1_H3,DRY_W,DRY_W_1,Maswa,DRY,W,1,EX2,H3,995,-3.299332,34.848458,05.11.2017,7/21/2017,71,9.6,Cyn.dac,2,2.4,,,,,,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,35,35
DRY_W_1_OP_H3,DRY_W_1_H3,DRY_W,DRY_W_1,Maswa,DRY,W,1,OP,H3,995,-3.299332,34.848458,05.11.2017,7/21/2017,71,9.6,Cyn.dac,2,1.4,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,13
DRY_W_2_EX_H3,DRY_W_2_H3,DRY_W,DRY_W_2,Maswa,DRY,W,2,EX,H3,980,-3.303268,34.847796,05.11.2017,7/21/2017,71,9.6,Cyn.dac,2.5,4.4,,,,,,8.00,,,,,,,,,,,,,,,,,,,,,,,,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,20,20
DRY_W_2_EX2_H3,DRY_W_2_H3,DRY_W,DRY_W_2,Maswa,DRY,W,2,EX2,H3,980,-3.303268,34.847796,05.11.2017,7/21/2017,71,9.6,Cyn.dac,2,5.6,,,,,,7.00,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,25,25
DRY_W_2_OP_H3,DRY_W_2_H3,DRY_W,DRY_W_2,Maswa,DRY,W,2,OP,H3,980,-3.303268,34.847796,05.11.2017,7/21/2017,71,9.6,Cyn.dac,,1.4,,,,,,4.00,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,10
DRY_W_3_EX_H3,DRY_W_3_H3,DRY_W,DRY_W_3,Maswa,DRY,W,3,EX,H3,998,-3.295645,34.852435,05.11.2017,7/21/2017,71,9.6,Cyn.dac,2.5,1,,,,,,,,,,2.00,,,,,,,,,,2.00,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,17,17
DRY_W_3_EX2_H3,DRY_W_3_H3,DRY_W,DRY_W_3,Maswa,DRY,W,3,EX2,H3,998,-3.295645,34.852435,05.11.2017,7/21/2017,71,9.6,Cyn.dac,2,2.7,,,,,,4.00,,,,,,,,,,,,,,,,5.00,,,,,,,1.00,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,15
DRY_W_3_OP_H3,DRY_W_3_H3,DRY_W,DRY_W_3,Maswa,DRY,W,3,OP,H3,998,-3.295645,34.852435,05.11.2017,7/21/2017,71,9.6,Cyn.dac,1.5,3.6,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,15,15
DRY_W_4_EX_H3,DRY_W_4_H3,DRY_W,DRY_W_4,Maswa,DRY,W,4,EX,H3,1000,-3.296013,34.854327,05.11.2017,7/21/2017,71,16.58,Cyn.dac,,1,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,7
DRY_W_4_EX2_H3,DRY_W_4_H3,DRY_W,DRY_W_4,Maswa,DRY,W,4,EX2,H3,1000,-3.296013,34.854327,05.11.2017,7/21/2017,71,16.58,Cyn.dac,1.5,3.8,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,5.00,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,30,30
DRY_W_4_OP_H3,DRY_W_4_H3,DRY_W,DRY_W_4,Maswa,DRY,W,4,OP,H3,1000,-3.296013,34.854327,05.11.2017,7/21/2017,71,16.58,Cyn.dac,1.7,3.2,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,5.00,,,2.00,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,25,25
DRY_P_1_EX_H3,DRY_P_1_H3,DRY_P,DRY_P_1,Makao,DRY,P,1,EX,H3,1009,-3.303212,34.847736,05.09.2017,7/22/2017,74,6.67,Chl.pyc,2,7.2,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,45,55
DRY_P_1_OP_H3,DRY_P_1_H3,DRY_P,DRY_P_1,Makao,DRY,P,1,OP,H3,1009,-3.303212,34.847736,05.09.2017,7/22/2017,74,6.67,Chl.pyc,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,20
DRY_P_2_EX_H3,DRY_P_2_H3,DRY_P,DRY_P_2,Makao,DRY,P,2,EX,H3,1006,-3.408426,34.850244,05.09.2017,7/22/2017,74,6.67,Chl.pyc,1.5,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,13,15
DRY_P_2_OP_H3,DRY_P_2_H3,DRY_P,DRY_P_2,Makao,DRY,P,2,OP,H3,1006,-3.408426,34.850244,05.09.2017,7/22/2017,74,6.67,Chl.pyc,1.5,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,15
DRY_P_3_EX_H3,DRY_P_3_H3,DRY_P,DRY_P_3,Makao,DRY,P,3,EX,H3,1001,-3.406316,34.850407,05.09.2017,7/22/2017,74,6.67,Chl.pyc,1,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,20,25
DRY_P_3_OP_H3,DRY_P_3_H3,DRY_P,DRY_P_3,Makao,DRY,P,3,OP,H3,1001,-3.406316,34.850407,05.09.2017,7/22/2017,74,6.67,Chl.pyc,1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,12,12
DRY_P_4_EX_H3,DRY_P_4_H3,DRY_P,DRY_P_4,Makao,DRY,P,4,EX,H3,1003,-3.406853,34.8516,05.09.2017,7/22/2017,74,6.67,Chl.pyc,1,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,22,25
DRY_P_4_OP_H3,DRY_P_4_H3,DRY_P,DRY_P_4,Makao,DRY,P,4,OP,H3,1003,-3.406853,34.8516,05.09.2017,7/22/2017,74,6.67,Chl.pyc,0.4,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,7
SE_1_EX_H3,SE_1_H3,SE,SE_1,Seronera,SE,W,1,EX,H3,1023,-2.437747,34.855162,5/17/2017,7/26/2017,70,65.34,Dig.mac,6,10.6,,,,10.00,,,,,,,,,,,,,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,70,65
SE_1_EX2_H3,SE_1_H3,SE,SE_1,Seronera,SE,W,1,EX2,H3,1023,-2.437747,34.855162,5/17/2017,7/26/2017,70,65.34,Dig.mac,2.5,6.2,,,,,,,,,,,,,,,,,5.00,,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,45,30
SE_1_OP_H3,SE_1_H3,SE,SE_1,Seronera,SE,W,1,OP,H3,1023,-2.437747,34.855162,5/17/2017,7/26/2017,70,65.34,Dig.mac,3.5,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,25,30
SE_2_EX_H3,SE_2_H3,SE,SE_2,Seronera,SE,W,2,EX,H3,1025,-2.437766,34.855394,5/17/2017,7/26/2017,70,65.34,Dig.mac,2.5,3.8,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,17,20
SE_2_EX2_H3,SE_2_H3,SE,SE_2,Seronera,SE,W,2,EX2,H3,1025,-2.437766,34.855394,5/17/2017,7/26/2017,70,65.34,Dig.mac,2.1,9.6,,,,,,,,10.00,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,35,40
SE_2_OP_H3,SE_2_H3,SE,SE_2,Seronera,SE,W,2,OP,H3,1025,-2.437766,34.855394,5/17/2017,7/26/2017,70,65.34,Dig.mac,2.2,5.4,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,23,25
SE_3_EX_H3,SE_3_H3,SE,SE_3,Seronera,SE,W,3,EX,H3,1027,-2.437991,34.855418,5/17/2017,7/26/2017,70,65.34,Dig.mac,2.2,9.2,,,,,,,,,,,,,,,,,8.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,20,23
SE_3_EX2_H3,SE_3_H3,SE,SE_3,Seronera,SE,W,3,EX2,H3,1027,-2.437991,34.855418,5/17/2017,7/26/2017,70,65.34,Dig.mac,2.2,6.6,,,,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,30,35
SE_3_OP_H3,SE_3_H3,SE,SE_3,Seronera,SE,W,3,OP,H3,1027,-2.437991,34.855418,5/17/2017,7/26/2017,70,65.34,Dig.mac,2.5,5.4,,,,,,,,,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,23,25
SE_4_EX_H3,SE_4_H3,SE,SE_4,Seronera,SE,W,4,EX,H3,1026,-2.438079,34.854989,5/17/2017,7/26/2017,70,65.34,Dig.mac,3.5,7.4,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,30,35
SE_4_EX2_H3,SE_4_H3,SE,SE_4,Seronera,SE,W,4,EX2,H3,1026,-2.438079,34.854989,5/17/2017,7/26/2017,70,65.34,Dig.mac,1,6,,,,,,,,,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,27,27
SE_4_OP_H3,SE_4_H3,SE,SE_4,Seronera,SE,W,4,OP,H3,1026,-2.438079,34.854989,5/17/2017,7/26/2017,70,65.34,Dig.mac,2.5,2.2,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,15,17
WET_W_1_EX_H4,WET_W_1_H4,WET_W,WET_W_1,Handajega,WET,W,1,EX,H4,954,-2.272484,34.023326,7/24/2017,10.01.2017,69,162.63,The.tri,5.5,19.6,,4.00,,,,,,4.00,,,,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,45,50
WET_W_1_OP_H4,WET_W_1_H4,WET_W,WET_W_1,Handajega,WET,W,1,OP,H4,954,-2.272484,34.023326,7/24/2017,10.01.2017,69,162.63,The.tri,4,7.4,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,25,36
WET_W_2_EX_H4,WET_W_2_H4,WET_W,WET_W_2,Handajega,WET,W,2,EX,H4,953,-2.2783,34.024459,7/24/2017,10.01.2017,69,162.63,The.tri,3.5,6.2,,,,,,,33.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,38,45
WET_W_2_OP_H4,WET_W_2_H4,WET_W,WET_W_2,Handajega,WET,W,2,OP,H4,953,-2.2783,34.024459,7/24/2017,10.01.2017,69,162.63,The.tri,3.3,4.5,,,,,,,14.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,31,35
WET_W_3_EX_H4,WET_W_3_H4,WET_W,WET_W_3,Handajega,WET,W,3,EX,H4,951,-2.277999,34.027678,7/24/2017,10.01.2017,69,162.63,The.tri,2,8.6,,2.00,,,,,16.00,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,31,30
WET_W_3_OP_H4,WET_W_3_H4,WET_W,WET_W_3,Handajega,WET,W,3,OP,H4,951,-2.277999,34.027678,7/24/2017,10.01.2017,69,162.63,The.tri,9.7,12.9,,,,,,,,,10.00,,,25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,45,50
WET_W_4_EX_H4,WET_W_4_H4,WET_W,WET_W_4,Handajega,WET,W,4,EX,H4,950,-2.278837,34.031884,7/24/2017,10.01.2017,69,162.63,The.tri,6.1,16.2,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,50,50
WET_W_4_OP_H4,WET_W_4_H4,WET_W,WET_W_4,Handajega,WET,W,4,OP,H4,950,-2.278837,34.031884,7/24/2017,10.01.2017,69,162.63,The.tri,2.1,3.8,,,,,,,15.00,7.00,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,30,30
WET_P_1_EX_H4,WET_P_1_H4,WET_P,WET_P_1,Mwantimba,WET,P,1,EX,H4,957,-2.350052,34.049976,7/23/2017,9/30/2017,69,136.27,Chr.ori,0.25,1.7,,,,,,,,,,,,,,,4.00,,,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,34,37
WET_P_1_OP_H4,WET_P_1_H4,WET_P,WET_P_1,Mwantimba,WET,P,1,OP,H4,957,-2.350052,34.049976,7/23/2017,9/30/2017,69,136.27,Chr.ori,0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,28,30
WET_P_2_EX_H4,WET_P_2_H4,WET_P,WET_P_2,Mwantimba,WET,P,2,EX,H4,959,-2.348488,34.05011,7/23/2017,9/30/2017,69,136.27,Chr.ori,2,2.3,,,,,,,,,,,,,,,4.00,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,52,55
WET_P_2_OP_H4,WET_P_2_H4,WET_P,WET_P_2,Mwantimba,WET,P,2,OP,H4,959,-2.348488,34.05011,7/23/2017,9/30/2017,69,136.27,Chr.ori,0,1.4,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,25,25
WET_P_3_EX_H4,WET_P_3_H4,WET_P,WET_P_3,Mwantimba,WET,P,3,EX,H4,1022,-2.367293,34.062509,7/23/2017,9/30/2017,69,136.27,Chr.ori,1.5,2.6,,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,37,48
WET_P_3_OP_H4,WET_P_3_H4,WET_P,WET_P_3,Mwantimba,WET,P,3,OP,H4,1022,-2.367293,34.062509,7/23/2017,9/30/2017,69,136.27,Chr.ori,1.25,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,25
WET_P_4_EX_H4,WET_P_4_H4,WET_P,WET_P_4,Mwantimba,WET,P,4,EX,H4,1020,-2.36857,34.062586,7/23/2017,9/30/2017,69,136.27,Chr.ori,1.4,2.8,,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,35
